"","userID","placeID"
"918","U1061",132572
"920","U1046",135044
"922","U1046",132921
"923","U1046",135085
"924","U1046",132572
"925","U1046",135058
"926","U1046",132951
"927","U1046",132861
"928","U1041",135001
"930","U1041",135021
"931","U1041",134992
"932","U1041",132768
"933","U1041",135109
"934","U1004",132954
"935","U1004",132955
"936","U1004",132958
"937","U1003",132754
"938","U1059",135064
"940","U1059",135028
"941","U1061",132834
"943","U1061",132754
"944","U1061",135080
"947","U1112",135047
"948","U1112",135026
"949","U1112",135064
"950","U1090",132862
"951","U1057",135070
"952","U1112",132954
"953","U1057",135043
"954","U1112",135079
"955","U1112",135062
"956","U1090",135051
"958","U1112",135048
"959","U1057",132954
"961","U1061",132955
"962","U1112",132921
"963","U1061",132958
"964","U1112",135046
"966","U1112",132572
"968","U1025",132866
"969","U1057",135080
"970","U1112",132834
"971","U1057",132825
"972","U1112",132862
"973","U1061",132954
"974","U1025",132877
"975","U1057",135064
"976","U1057",135046
"977","U1090",135025
"978","U1090",132925
"979","U1057",132862
"981","U1025",132847
"984","U1057",132834
"985","U1025",132958
"986","U1025",132825
"987","U1025",135028
"988","U1025",135047
"989","U1025",132846
"990","U1025",135064
"991","U1025",132830
"992","U1097",135079
"993","U1097",135058
"994","U1097",132954
"995","U1097",132958
"996","U1097",135026
"997","U1059",132955
"998","U1059",135044
"999","U1059",132862
"1000","U1059",135085
"1001","U1059",135030
"1002","U1128",135053
"1003","U1059",132825
"1004","U1059",132754
"1007","U1128",135079
"1009","U1128",135064
"1011","U1128",135060
"1013","U1128",132951
"1014","U1097",132921
"1016","U1097",132884
"1017","U1097",135049
"1018","U1097",135034
"1019","U1006",132954
"1020","U1006",135079
"1022","U1006",135026
"1023","U1006",132922
"1027","U1006",135048
"1028","U1006",135030
"1032","U1131",132866
"1033","U1131",135082
"1034","U1131",132851
"1035","U1131",132870
"1036","U1073",135062
"1037","U1073",132572
"1041","U1073",132954
"1042","U1073",135052
"1043","U1073",132834
"1045","U1073",135065
"1046","U1073",132862
"1049","U1049",135032
"1050","U1049",135051
"1051","U1049",135085
"1054","U1058",135076
"1057","U1058",135053
"1058","U1058",132885
"1059","U1058",135050
"1060","U1058",132872
"1062","U1002",132921
"1063","U1002",135062
"1065","U1002",132825
"1066","U1002",135052
"1067","U1002",132862
"1068","U1096",132875
"1069","U1002",135059
"1072","U1002",135085
"1073","U1096",135025
"1074","U1096",135072
"1075","U1096",135064
"1076","U1096",135086
"1078","U1136",135074
"1079","U1096",135026
"1080","U1136",132862
"1081","U1096",132955
"1084","U1096",132723
"1085","U1136",135055
"1087","U1096",132958
"1089","U1136",132958
"1090","U1136",135048
"1092","U1136",135028
"1094","U1097",135053
"1097","U1058",135055
"1099","U1010",135058
"1101","U1003",135059
"1102","U1010",135064
"1103","U1010",135047
"1104","U1010",135065
"1105","U1102",132854
"1106","U1102",132858
"1107","U1010",135042
"1109","U1010",135076
"1110","U1102",132847
"1111","U1013",132951
"1112","U1013",135060
"1113","U1028",132732
"1114","U1028",132733
"1116","U1050",132732
"1117","U1050",132609
"1118","U1050",132608
"1121","U1050",132594
"1122","U1050",132584
"1123","U1028",132740
"1124","U1129",132706
"1127","U1028",132663
"1128","U1028",132613
"1129","U1087",132667
"1132","U1087",132732
"1133","U1087",132740
"1134","U1087",132560
"1135","U1087",132594
"1136","U1087",132663
"1137","U1065",132626
"1139","U1129",132561
"1140","U1065",132665
"1142","U1065",132561
"1143","U1039",132626
"1144","U1039",132564
"1146","U1039",132665
"1148","U1130",132561
"1149","U1130",132626
"1150","U1130",132706
"1151","U1043",132608
"1152","U1043",132609
"1153","U1011",132717
"1154","U1043",132613
"1155","U1011",132564
"1156","U1043",132732
"1158","U1011",132715
"1160","U1068",132594
"1161","U1068",132660
